simulation_id,weight_opportunity,weight_infrastructure,weight_competitive_headroom,weight_data_confidence,minimum_opportunity,minimum_infrastructure,objective_value,portfolio_iso3
72,0.3484172011569389,0.30843596110397375,0.17291506071789325,0.17023177702119402,321.36000731306734,231.61112700005913,382.7034800126909,BRA|CHN|IND|MEX|USA
73,0.34159264150840285,0.298617258194441,0.23504607879693817,0.12474402150021786,272.3491071616795,270.96497108191,377.7810870262924,BRA|CHN|IND|MEX|USA
74,0.3145226248496487,0.22900667096430105,0.3225976926584157,0.13387301152763464,305.984701387839,269.5198242392818,372.38142642312926,BRA|CHN|IND|RUS|USA
75,0.3426204318698379,0.36036873670945796,0.16207758437086453,0.1349332470498397,317.6172840754207,237.2580598522828,381.40985712233163,BRA|CHN|IND|MEX|USA
76,0.3373360681846747,0.3040513293598129,0.24332247799569268,0.11529012445981968,327.56088050781733,248.50750409950447,376.6570070657916,BRA|CHN|IND|MEX|USA
77,0.2553289701070388,0.330748717329961,0.3006692857723468,0.11325302679065338,300.4161988768784,243.35516932912722,365.3134794617241,BRA|CHN|IND|MEX|USA
78,0.34678031963801226,0.279440549392967,0.23507063930794006,0.13870849166108065,298.83926612832164,230.09691668191712,378.7886940436158,BRA|CHN|IND|MEX|USA
79,0.32971806127707687,0.23028770245523167,0.24367732972246262,0.19631690654522888,320.1402985042279,245.89344246635764,378.45956077923046,BRA|CHN|IND|MEX|USA
80,0.16252578190079867,0.4426744939837518,0.23632345207260078,0.1584762720428488,309.9532879311947,240.06553061898794,359.6671532237036,BRA|CHN|IND|MEX|USA
81,0.27340682172068975,0.2486723091928412,0.2753044619886328,0.20261640709783613,298.3268335450666,269.9146730200025,371.2591381918513,BRA|CHN|IND|MEX|USA
82,0.20447922895018503,0.29523678349377275,0.29057071446860827,0.20971327308743398,272.66285276439544,242.41709363037148,363.4498412340355,BRA|CHN|IND|MEX|USA
83,0.25170196137438894,0.3102971808660849,0.2568441380784936,0.18115671968103259,293.7889056185977,264.53869582284756,369.04657716012264,BRA|CHN|IND|MEX|USA
84,0.2791630928299755,0.28476345654513213,0.33360475733493866,0.10246869328995369,309.098184743418,242.80426740205985,366.82579158098207,BRA|CHN|IND|RUS|USA
85,0.2989982435833581,0.4245223929010215,0.12690398042167206,0.1495753830939485,299.85467849619147,274.4805913892064,378.7561230109229,BRA|CHN|IND|MEX|USA
86,0.39881019256556655,0.22070677482844103,0.22844088713702743,0.152042145468965,288.49965216719534,255.69528594309864,385.0770755342243,BRA|CHN|IND|MEX|USA
87,0.22708468633556764,0.3806931712548492,0.19919786261155004,0.19302427979803302,279.89485693346876,237.29811056016283,369.3173346253004,BRA|CHN|IND|MEX|USA
88,0.2561350298436473,0.2922622215022717,0.3324186146633886,0.1191841339906924,312.3983336581489,274.4670443536306,364.8476373274751,BRA|CHN|IND|RUS|USA
89,0.2891070816975917,0.3147845433550407,0.2373180752961316,0.15879029965123595,289.85181719174517,229.66876739387448,373.1739280461105,BRA|CHN|IND|MEX|USA
90,0.2997454501498955,0.2661784716854432,0.2730248268010121,0.1610512513636492,322.4277849097713,266.62040528333273,372.82544923356403,BRA|CHN|IND|MEX|USA
91,0.37534230686685505,0.28114472399580087,0.17869550862873151,0.16481746050861273,294.9949211561267,226.85514077792135,385.1551145612282,BRA|CHN|IND|MEX|USA
92,0.32407834261909907,0.3491686737639761,0.1545240328707153,0.1722289507462095,314.4883459936924,271.66341954524177,380.9683616531051,BRA|CHN|IND|MEX|USA
93,0.30039126230716234,0.3074084507932298,0.25066107361848755,0.1415392132811202,277.47000627864514,259.1748182926928,373.23748772987267,BRA|CHN|IND|MEX|USA
94,0.2599541223245577,0.264563724389127,0.40533485520541607,0.07014729808089921,320.53116295361133,229.4974924899848,364.1145315868188,BRA|CHN|IND|RUS|USA
95,0.26859518292486007,0.36273569596450694,0.2725014233665299,0.0961676977441031,280.68101482118954,239.67361243829978,367.40790031300463,BRA|CHN|IND|MEX|USA
96,0.23750653697948054,0.27121008942521496,0.3076739966221392,0.18360937697316537,304.27610620878124,244.32588045243918,365.3872562211428,BRA|CHN|IND|MEX|USA
97,0.23348665688996986,0.2756349645195248,0.313124674986349,0.1777537036041563,321.03980516924156,253.39970868796496,364.6248563899873,BRA|CHN|IND|RUS|USA
98,0.24760724990193325,0.324351539020436,0.22946418846903094,0.1985770226085997,300.7945952069371,226.61398407790134,370.3707768900422,BRA|CHN|IND|MEX|USA
99,0.36917072111942906,0.26606323269227117,0.2295346944210219,0.13523135176727788,301.6232118972514,264.5551485186194,381.3125858528268,BRA|CHN|IND|MEX|USA
100,0.29432688749339636,0.3489718136556053,0.18981585576831625,0.1668854430826819,272.90680094865803,261.13469568491956,376.0705275316353,BRA|CHN|IND|MEX|USA
