location_id,facility_key,nct_id,facility_name,city,state,postal_code,country_raw,latitude,longitude
4cfbd331d27691685f27,832354ca50815ff4d0e7,NCT03720574,Second Hospital of Changzhou,Changzhou,Jiangsu,213119,China,31.77359,119.95401
0df00db6134539488f67,12108044a05ac683d151,NCT03720574,The Second Affiliated Hospital of Nanjing Medical University,Nanjing,Jiangsu,210011,China,32.06167,118.77778
7d2b97bd5ead218d2436,d29d6c797bf4f03a0d06,NCT03720574,Jinzhou Central Hospital,Jinzhou,Liaoning,121000,China,41.10778,121.14167
83379579ccccd4243ae8,3e0b90fbc3e463faff25,NCT03720574,Jinan Center Hospital,Jinan,Shandong,250013,China,36.66833,116.99722
b5722c24b8bac2a47e62,620a8d2f754be71bbf63,NCT03720574,Shanghai East Hospital,Shanghai,Shanghai Municipality,,China,31.22222,121.45806
4e621c04af1445957a4b,ce844ba2ac26a7f15312,NCT02918279,Novo Nordisk Investigational Site,Meridian,Idaho,83646,United States,43.61211,-116.39151
94f6b626643d729aba48,5a0878c8a5ec66062b8a,NCT02918279,Novo Nordisk Investigational Site,Baton Rouge,Louisiana,70808-4124,United States,30.44332,-91.18747
94cb86b8acae422b47c9,d3661284fe2b49c38b41,NCT02918279,Novo Nordisk Investigational Site,Baltimore,Maryland,21229,United States,39.29038,-76.61219
fabe47c9246cb94d74e9,eab316e01aa6577b8a8b,NCT02918279,Novo Nordisk Investigational Site,Minneapolis,Minnesota,55455,United States,44.97997,-93.26384
3afc9e9d9c657c697307,49d7eb6f5f7f6a20dfaf,NCT02918279,Novo Nordisk Investigational Site,Buffalo,New York,14222,United States,42.88645,-78.87837
e0dd7ed619d9edcb9061,73f90b7456de7f2c1012,NCT02918279,Novo Nordisk Investigational Site,Columbus,Ohio,43213,United States,39.96118,-82.99879
e26a13d291630dfcd32a,2f2dcd489b2dba933cfc,NCT02918279,Novo Nordisk Investigational Site,Dayton,Ohio,45406,United States,39.75895,-84.19161
f428269fca38f70ee49e,efecfbe615fcf5f2a10a,NCT02918279,Novo Nordisk Investigational Site,Dayton,Ohio,45419,United States,39.75895,-84.19161
d2f9d6f2dee7e920fe77,27e40735e5eecf605a6e,NCT02918279,Novo Nordisk Investigational Site,Pittsburgh,Pennsylvania,15224,United States,40.44062,-79.99589
d3fbea20739adffb4e84,3445663dc202a550920c,NCT02918279,Novo Nordisk Investigational Site,Charleston,South Carolina,29425,United States,32.77632,-79.93275
f5829f2188a18739f7a8,53bfbe0ed94da3df5fa8,NCT02918279,Novo Nordisk Investigational Site,Goose Creek,South Carolina,29445,United States,32.98101,-80.03259
08aac6ec1a0eb961c277,1ef566cde14fc8ecc30c,NCT02918279,Novo Nordisk Investigational Site,Greenville,South Carolina,29615,United States,34.85262,-82.39401
fdc2c2524c930792dd43,8cad5bfeeb498df47f2a,NCT02918279,Novo Nordisk Investigational Site,Memphis,Tennessee,38119,United States,35.14953,-90.04898
c8a31b0740a51b88cf74,a89285ec1709f1906128,NCT02918279,Novo Nordisk Investigational Site,Brussels,,1090,Belgium,50.85045,4.34878
630dea401c9f773bc545,11e226708d2857ac4228,NCT02918279,Novo Nordisk Investigational Site,Brussels,,1200,Belgium,50.85045,4.34878
90761bec047e46930c99,8fd70ec44a8289d961dd,NCT02918279,Novo Nordisk Investigational Site,Edegem,,2650,Belgium,51.15662,4.44504
45a444eb894cc270ff38,20aee30b3bcef3c9a0b8,NCT02918279,Novo Nordisk Investigational Site,Hasselt,,3500,Belgium,50.93106,5.33781
33d30d501af20de28a45,345ed6fde433b82e9250,NCT02918279,Novo Nordisk Investigational Site,Leuven,,3000,Belgium,50.87959,4.70093
df088f3fd20d83f1d98f,a34a2b875342571a0844,NCT02918279,Novo Nordisk Investigational Site,Namur,,5000,Belgium,50.4669,4.86746
2ec01d1310d8978e17ec,084b8df29557cf57ebee,NCT02918279,Novo Nordisk Investigational Site,Ciudad Madero,Tamaulipas,89440,Mexico,22.2475,-97.83665
f70dd7eb0afe29970a7d,faa45f85c10bb0084533,NCT02918279,Novo Nordisk Investigational Site,Puebla City,,72190,Mexico,19.04778,-98.20723
a1bf5765b03ede34efeb,514182d029bdb2769004,NCT02918279,Novo Nordisk Investigational Site,Moscow,,125373,Russia,55.75204,37.61781
441c0629463ce4ff90c2,c88dd7126fe4dc3efa75,NCT02918279,Novo Nordisk Investigational Site,Novosibirsk,,630048,Russia,55.02259,82.93175
c474a320de8741dd9eb8,31ec175557ac52d98117,NCT02918279,Novo Nordisk Investigational Site,Rostov-on-Don,,344013,Russia,47.21997,39.70769
