nct_id,condition_name
NCT06439277,Weight Gain
NCT07284875,Obesity
NCT07284875,Overweight
NCT02492698,Overweight
NCT07035093,Obesity
NCT07035093,Overweight
NCT07035093,Chronic Low Back Pain (CLBP)
NCT05872620,Obesity
NCT05872620,Overweight
NCT05872620,Type 2 Diabetes
NCT01180101,Chronic Kidney Disease
NCT01180101,Obesity
NCT00796367,Obesity
NCT02896192,Pro-opiomelanocortin (POMC) Deficiency Obesity
NCT03924193,Binge-Eating Disorder
NCT03924193,Obesity
NCT00444964,Prader-Willi Syndrome
NCT00612599,Diabetes
NCT00612599,"Diabetes Mellitus, Type 2"
NCT07575399,Obesity or Overweight
NCT03986008,Obesity
NCT07481630,Obesity
NCT07481630,Knee Osteoarthritis (OA)
NCT03918564,Obesity
NCT03918564,Weight Loss
NCT06934655,Pediatric Obesity
NCT06934655,Metabolic and Bariatric Surgery
NCT06934655,Semaglutide
NCT06937099,Crohn's Disease
NCT06937099,Obesity or Overweight
NCT01944098,Bariatric Surgical Pain
NCT07668414,Overweight
NCT07668414,Obesity
NCT04657016,Obesity
NCT04657016,Overweight
NCT00856609,Weight Loss
NCT00856609,Obesity
NCT00799643,Type 2 Diabetes Mellitus
NCT00283816,Polycystic Ovary Syndrome
NCT06047548,Overweight
NCT06047548,Obesity
NCT07292441,Overweight or Obesity
NCT03047005,Binge-Eating Disorder
NCT03047005,Obesity
NCT07150975,Obesity/Overweight in Adult
NCT03552757,Obesity
NCT03552757,Overweight
NCT00661245,Obesity
NCT06672939,Obesity
NCT06672939,Overweight
NCT02514629,Hypogonadism
NCT02514629,Obesity
NCT06423729,"Diabetes Mellitus, Type 2"
NCT00414167,Binge Eating Disorder
NCT00414167,Obesity
NCT06839664,Overweight
NCT06839664,Obesity
NCT06077864,Obesity
NCT00942097,Overweight
NCT00942097,Pregnancy
NCT00942097,Mental Disorder
NCT07153471,Osteoarthritis
NCT01858948,Bipolar Youth Treated With Second-generation Antipsychotics
NCT03671733,Obesity
NCT07202884,"Urinary Incontinence,Stress"
NCT01233349,Overweight
NCT01233349,Obesity
NCT01233349,Weight Loss
NCT01768481,Obesity
NCT01768481,Dyslipidemia
NCT04184622,Overweight
NCT04184622,Obesity
NCT06828861,Hyperphagia
NCT06828861,Prader-Willi Syndrome
NCT01570829,Obesity
NCT00933647,Dyslipidemia
NCT00933647,Inflammation
NCT00933647,Obesity
NCT05157698,Obesity
NCT00000515,Cardiovascular Diseases
NCT00000515,Heart Diseases
NCT00000515,Hypertension
NCT00000515,Obesity
NCT02235519,Hypertension
NCT02235519,Obesity
NCT02235519,Type 2 Diabetes Mellitus
NCT06858839,Obesity
NCT02129608,Overweight
NCT02129608,Obese
NCT03548935,Metabolism and Nutrition Disorder
NCT03548935,Overweight or Obesity
NCT02742688,Obesity
NCT07400653,Obesity
NCT07400653,Overweight and/or Obesity
NCT07400653,Overweight
NCT07400653,"Diabetes, Type 2"
NCT07400653,Type 2 Diabetes
NCT00175305,Hyperphagia
NCT00175305,Prader-Willi Syndrome
NCT06164873,Obesity
NCT05298085,Prader-Willi Syndrome
NCT07392190,Overweight
NCT07392190,Obesity
NCT03905018,Obesity and Erectile Dysfuntion
NCT05701774,Prader-Willi Syndrome
NCT02122874,Diabetes Mellitus Type 2 in Obese
NCT02122874,Type 2 Diabetes Mellitus With Features of Insulin Resistance
NCT03229057,PCOS
NCT06704581,Overweight or Obesity
NCT07533175,Diabetes Mellitus
NCT07533175,Overweight
NCT07533175,Obesity
NCT05774756,Hypothalamic Obesity
NCT00307619,Binge Eating
NCT07274137,Overweight or Obesity
NCT02043054,Type 2 Diabetes Mellitus
NCT02043054,Cardiovascular Disease
NCT06649045,OSA
NCT06649045,Overweight or Obesity
NCT02081898,Overweight
NCT02081898,Obese
NCT03548987,Metabolism and Nutrition Disorder
NCT03548987,Obesity
NCT07230119,"Overweight , Obesity"
NCT05556512,Obesity
NCT05556512,Overweight
NCT02214108,Obesity
NCT02214108,Overweight
NCT00434525,Morbid Obesity
NCT05316935,Endometrial Neoplasms
NCT05316935,Atypical Endometrial Hyperplasia
NCT05316935,Progesterone Resistance
NCT02048215,Obesity
NCT04599504,Loss-of-control Eating
NCT04599504,Obesity/Overweight
NCT02804373,Prader-Willi Syndrome
NCT00398060,Obesity
NCT00398060,Type 2 Diabetes
NCT06859268,Obesity
NCT04651361,"Pain, Postoperative"
NCT04651361,"Pain, Chronic"
NCT04651361,Bariatric Surgery
NCT04651361,Obesity
NCT04651361,Pharmacokinetics
NCT03115424,Obesity
NCT00420589,Obesity
NCT01027143,Asthma
NCT01027143,Obesity
NCT05073835,Obesity
NCT05073835,Diabetes
NCT05073835,Metabolic Syndrome
NCT05930184,Morbid Obesity
NCT05930184,Laparoscopic Sleeve Gastrectomy
NCT05930184,Transversus Abdominis Plane Block
NCT05930184,Local Wound Infiltration
NCT05930184,Bupivacine
NCT05930184,Opioid Use
NCT00408148,Obesity
NCT06162715,Severe Obesity
NCT06162715,Obesity
NCT06162715,BMI Greater Than 30
NCT02036138,Overweight
NCT02036138,Diabetes Type 2
NCT00146133,Obesity
NCT00146133,Frailty
NCT00146133,Elderly
NCT00030238,Obesity
NCT00405808,Obesity
NCT06616961,Obesity
NCT06616961,Type 2 Diabetes Mellitus (T2DM)
NCT02179151,Prader-Willi Syndrome
NCT02179151,Obesity
NCT06604624,Weight Management
NCT03714373,Prader-Willi Syndrome
NCT07654361,Obesity
NCT07654361,Overweight
NCT07654361,Chronic Weight Management
NCT07353931,Osteoarthritis
NCT07353931,Overweight or Obesity
NCT03336086,Lymphocytes
NCT03336086,Weight Loss
NCT03336086,Viral Diseases
NCT03336086,Immunity
NCT03336086,Anti-obesity Agents
NCT06388187,Obesity
NCT07192263,Obesity &Amp; Overweight
NCT02223949,Obesity
NCT02223949,Labor Complications
NCT04576975,Morbid Obesity
NCT04576975,Surgery
NCT06131437,Obesity
NCT03872245,Weight Loss
NCT04104321,Nonalcoholic Steatohepatitis (NASH)
NCT01306214,"Diabetes Mellitus, Type 2"
NCT01306214,Obesity
NCT06993792,Obesity
NCT06993792,Overweight
NCT06993792,Type 2 Diabetes
NCT06596135,Obesity Associated With Defects in Leptin-melanocortin Pathway
NCT03433040,Premature Birth
NCT03433040,Absorption; Chemicals
NCT00392678,Type 2 Diabetes
NCT02675699,Childhood Obesity
NCT02137330,Severe Pediatric Obesity (BMI > 97° pc -According to Centers for Disease Control and Prevention BMI Charts-)
NCT02137330,Altered Liver Function Tests
NCT02137330,Glycemic Intolerance
NCT01277367,Obesity
NCT00940628,Obesity
NCT06921486,Obesity and Overweight
NCT00647595,Obesity
NCT00647595,Pregnancy
NCT00647595,Diabetes Mellitus
NCT06584916,Obesity
NCT06584916,Overweight
NCT01487993,Obesity
NCT01487993,Insulin Resistance
NCT06662383,Obesity
NCT00306683,Hypothalamic-pituitary Lesions
NCT00306683,Craniopharyngiomas
NCT00380445,"Diabetes Mellitus, Type 2"
NCT00128336,Obesity
NCT00128336,Type 2 Diabetes Mellitus
NCT00317707,Cardiovascular Diseases
NCT04578652,"Obesity, Childhood"
NCT04578652,Insulin Resistance
NCT05316493,Atypical Endometrial Hyperplasia
NCT05316493,Fertility Issues
NCT05316493,Overweight and Obesity
NCT06390904,Atypical Endometrial Hyperplasia
NCT06390904,Progesterone Resistance
NCT06390904,Obesity
NCT01044147,Obesity
NCT05931367,Obesity
NCT05931367,Overweight
NCT05931367,Osteo Arthritis Knee
NCT02273804,Obese Children and Adolescents
NCT03211455,Morbid Obesity
NCT03211455,Bariatric Surgery Candidate
NCT00430742,Obesity Type 2 Diabetes Mellitus
NCT00430742,Type 2 Diabetes Mellitus
NCT01451554,Obesity
NCT00134199,Obesity
NCT00231634,Obesity
NCT00231634,"Diabetes Mellitus, Type 2"
NCT00231634,"Diabetes Mellitus, Adult-Onset"
NCT07232719,Obesity
NCT07232719,Overweight
NCT05780008,"Nutrition, Healthy"
NCT05780008,"Obesity, Childhood"
NCT06066515,Obesity
NCT06909006,Obesity in Diabetes
NCT06909006,Obesity/Therapy
NCT06909006,Type 1 Diabetes Mellitus (T1DM)
NCT06909006,Insulin Sensitivity/Resistance
NCT06909006,Semaglutide
NCT06909006,Lipidomics
NCT06909006,Metabolomics
NCT06909006,Weight Loss
NCT06909006,Glycemic Control for Diabetes Mellitus
NCT05514535,"Diabetes Mellitus, Type 2"
NCT05514535,Obesity
NCT06905626,Healthy Volunteers
NCT01535014,Obesity
NCT01234649,Gestational Diabetes Mellitus
NCT01234649,Type 2 Diabetes Mellitus
NCT01234649,Metabolic Syndrome
NCT01234649,Impaired Glucose Tolerance
NCT01234649,Disorder of Glucose Regulation
NCT02750826,Breast Carcinoma
NCT03811574,Overweight
NCT03811574,Obesity
NCT00447291,Overweight
NCT00447291,Obesity
NCT02098317,NAFLD
NCT02098317,Non Alcoholic Steatohepatitis (NASH)
NCT00239967,Dyslipidemia
NCT00239967,Obesity
NCT05646199,Polycystic Ovary Syndrome
NCT05816798,Chronic Knee Pain
NCT05816798,"Obesity, Morbid"
NCT05638893,Knee Osteoarthritis
NCT00236665,Obesity
NCT00236665,Hypertension
NCT00147264,Metabolic Syndrome X
NCT01264393,Obesity
NCT07481747,Obesity
NCT07481747,Overweight (Without Type 2 Diabetes) With Weight-related Comorbidities
NCT01763528,Body Mass Index Quantitative Trait Locus 8 Disorder
NCT01763528,Tangier Disease
NCT01320722,Renal Function
NCT01320722,Endothelial Function
NCT01320722,Blood Pressure
NCT01320722,Overweight
NCT01320722,Obesity
NCT01030354,Weight Reduction
NCT01030354,Obesity
NCT01030354,Weight Management
NCT02143349,Metabolic Syndrome
NCT02143349,Obesity
NCT05653258,Obesity
NCT05653258,Healthy Lifestyle
NCT03758638,Obesity
NCT06994650,Subjects With Moderate-to-severe OSA and Obesity Who Are on PAP Therapy
NCT05032326,Prader-Willi Syndrome
NCT02077517,Morbid Obesity
NCT02478580,Obesity
NCT02478580,Premature Recovery From Anesthesia
NCT01344161,Overweight
NCT01344161,Obesity
NCT00394212,Obesity
NCT02840916,Postpartum Weight Retention
NCT04605081,Loss-of-Control Eating
NCT04605081,Obesity/Overweight
NCT07104500,Weight Loss
NCT02042664,Obesity
NCT02042664,Diabetes
NCT01568437,Gastric-bypass Surgery
NCT01568437,Opioid Consumption
NCT01568437,Obesity
NCT05384431,Overweight
NCT05384431,Obesity
NCT06633783,Obesity
NCT03554031,Prader-Willi Syndrome
NCT03746522,Bardet Biedl Syndrome (BBS)
NCT03746522,Alström Syndrome (AS)
NCT00779207,Obesity
NCT05172999,Atypical Endometrial Hyperplasia
NCT05172999,Obesity
NCT05172999,Fertility Issues
NCT02216552,NAFLD
NCT02216552,TYPE 2 DIABETES
NCT02216552,METABOLIC SYNDROME
NCT00197132,Insulin Resistance
NCT00302263,Obesity
NCT02681887,Obesity
NCT02681887,Prediabetic State
NCT00412698,Obesity
NCT00412698,Dyslipidemias
NCT06066528,Obesity
NCT06066528,"Diabetes Mellitus, Type 2"
NCT05516953,Postoperative Nausea and Vomiting
NCT05516953,Laparoscopic Sleeve Gastrectomy
NCT05516953,Morbid Obesity
NCT01560130,Obesity
NCT01068626,Abdominal Obesity
NCT01552694,Inflammation
NCT01552694,Macrophage Infiltration
NCT01552694,Cardiovascular Disease
NCT00108459,Obesity
NCT00108459,Type 2 Diabetes
NCT00108459,Hyperlipidemia
NCT06588283,Psoriasis
NCT06588283,Obesity
NCT05929066,Obesity
NCT05929066,Overweight
NCT05929066,"Osteoarthritis, Knee"
NCT05929066,Obstructive Sleep Apnea
NCT00302276,Obesity
NCT05387798,Prader-Willi Syndrome
NCT00289887,Hypertension
NCT07654374,Obesity
NCT07654374,Overweight
NCT07654374,Chronic Weight Management
NCT07654374,Type2 Diabetes Mellitus
NCT01113996,Obesity
NCT01774682,Morbid Obesity
NCT01774682,Surgical Management by Laparoscopic Sleeve Gastrectomy
NCT04775082,Obesity
NCT07297290,Obesity and Cardiovascular Risk
NCT07297290,Insulin Resistance
NCT07297290,Obesity (Body Mass Index &gt;30 kg/m2)
NCT05632068,Hyperlipidemias
NCT05632068,Obesity
NCT05632068,Body Fat Disorder
NCT06672549,Obesity
NCT06672549,Overweight
NCT02116517,Obese
NCT02116517,Hyperlipidemia
NCT06041217,Overweight
NCT06041217,Obesity
NCT00228176,Carotid Artery Plaque
NCT00228176,Arteriosclerosis
NCT00228176,Obesity
NCT00228176,Metabolic Syndrome X
NCT00408850,Metabolic Syndrome
NCT06144645,Prader-Willi Syndrome
NCT00393172,Breast Cancer
NCT00393172,Obesity
NCT03771326,Kisspeptin Action on Insulin in Healthy Normal Men
NCT03771326,Kisspeptin Action on Insulin in Obese Diabetic Men
NCT05813925,Obesity or Overweight
NCT01010789,Binge Eating Disorder
NCT01010789,Overweight
NCT01010789,Obese
NCT00396448,Obesity
NCT00434655,Morbid Obesity
NCT02664441,Hypothalamic Obesity
NCT04510493,Coronavirus Infection
NCT04510493,"Diabetes Mellitus, Type 2"
NCT06931028,Sleep Apnea
NCT06931028,Obstructive
NCT06931028,Obesity
NCT03649477,Prader-Willi Syndrome
NCT06176365,Obesity
NCT05098509,Prader-Willi Syndrome
NCT00209482,Obesity
NCT05890976,Overweight
NCT05890976,Obesity
NCT02721953,Insulin Resistance
NCT02721953,Obesity
NCT02810483,Prader-Willi Syndrome
NCT06918405,Obesity and Obesity-related Medical Conditions
NCT01326442,Type 2 Diabetes Mellitus
NCT01326442,Hypertension
NCT01326442,Hyperlipidemia
NCT01326442,Obesity
NCT06974851,Bstructive Sleep Apnea (OSA) and Obesity
NCT07332273,Obesity
NCT07255209,Adolescents With Obesity or Overweight With Weight-Related Comorbidities
NCT04998136,Obesity
NCT06489457,Type 2 Diabetes Mellitus
NCT06489457,Obesity
NCT06489457,Functional Hypogonadism
NCT06396429,Overweight or Obesity
NCT05607680,Obesity Or Overweight
NCT01332877,Obesity
NCT00438061,Obesity
NCT00438061,Dyslipidemia
NCT00438061,Insulin Resistance
NCT06760546,Hypothalamic Obesity
NCT06760546,Multiple Pituitary Hormone Deficiency Genetic Form
NCT06760546,Septo-Optic Dysplasia
NCT06760546,Optic Nerve Hypoplasia
NCT06760546,Childhood-onset Combined Pituitary Hormone Deficiency
NCT06760546,Pituitary Stalk Interruption Syndrome
NCT00277641,Binge Eating Disorder
NCT00277641,Obesity
NCT03842501,Obesity
NCT07011667,Obesity
NCT02525016,Obesity
NCT02525016,Bariatric Surgery
NCT03554525,Obesity
NCT03554525,Overweight
NCT03554525,Weight Loss
NCT03554525,Body Weight Changes
NCT03554525,"Weight Change, Body"
NCT01886482,Body Mass Index Quantitative Trait Locus 7 Disorder
NCT01886482,Tangier Disease
NCT02751840,Asymptomatic Conditions
NCT03837626,Overweight and Obesity
NCT03837626,Insulin Resistance
NCT01131390,Obesity
NCT01131390,Chronic Obstructive Pulmonary Disease
NCT01358890,Over Weight
NCT01358890,Obesity
NCT01465724,Insulin Resistance
NCT01465724,Blood Pressure
NCT07351045,Obesity or Overweight
NCT00781547,Abdominal Obesity
NCT00781547,Metabolic Syndrome
NCT00781547,Obesity
NCT02213159,Obesity
NCT02213159,Sleep Apnea
NCT02213159,Diabetes
NCT02213159,Hypertension
NCT07284979,Obesity
NCT07279194,Obesity & Overweight
NCT01794429,Obesity
NCT01794429,Metabolic Syndrome X
NCT01794429,Drug-induced Obesity
NCT01794429,Schizophrenia
NCT01388205,Myopia
NCT01388205,Obesity
NCT02718950,Obesity
NCT02718950,Type 2 Diabetes Mellitus
NCT03042741,Atherosclerosis
NCT02963922,Metabolism and Nutrition Disorder
NCT02963922,Obesity
NCT03374956,Obesity
NCT00166205,"Obesity, Morbid"
NCT07718126,Metabolic Dysfunction-Associated Steatohepatitis
NCT07718126,Hepatic Steatosis
NCT07718126,Living Liver Donors
NCT05444153,"Diabetes Mellitus, Type 2"
NCT03541005,Overweight and Obesity
NCT01467284,Obesity
NCT00375492,Type 2 Diabetes Mellitus
NCT00628277,Obesity
