nct_id,sponsor_role,sponsor_name,sponsor_class
NCT00038727,LEAD,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT00038727,COLLABORATOR,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH
NCT00038727,COLLABORATOR,National Institute on Aging (NIA),NIH
NCT00038727,COLLABORATOR,National Institute on Minority Health and Health Disparities (NIMHD),NIH
NCT00038727,COLLABORATOR,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT00038727,COLLABORATOR,National Cancer Institute (NCI),NIH
NCT00038727,COLLABORATOR,National Eye Institute (NEI),NIH
NCT00038727,COLLABORATOR,National Center for Research Resources (NCRR),NIH
NCT00038727,COLLABORATOR,Office of Research on Women's Health (ORWH),NIH
NCT00038727,COLLABORATOR,Centers for Disease Control and Prevention,FED
NCT00038727,COLLABORATOR,American Diabetes Association,OTHER
NCT00038727,COLLABORATOR,Indian Health Service (IHS),FED
NCT00038727,COLLABORATOR,General Clinical Research Program,UNKNOWN
NCT00038727,COLLABORATOR,US Department of Veterans Affairs,FED
NCT06937086,LEAD,Eli Lilly and Company,INDUSTRY
NCT02147041,LEAD,Taipei City Hospital,OTHER_GOV
NCT02147041,COLLABORATOR,National Yang Ming Chiao Tung University,OTHER
NCT02227420,LEAD,"University Hospital, Basel, Switzerland",OTHER
NCT07648225,LEAD,"The United Bio-Technology (Hengqin) Co., Ltd.",INDUSTRY
NCT04660643,LEAD,Eli Lilly and Company,INDUSTRY
NCT00395135,LEAD,Eisai Inc.,INDUSTRY
NCT06174779,LEAD,Hanmi Pharmaceutical Company Limited,INDUSTRY
NCT04131582,LEAD,Universidad de Guanajuato,OTHER
NCT04131582,COLLABORATOR,Hospital Regional de Alta Especialidad del Bajio,OTHER
NCT07321886,LEAD,Eli Lilly and Company,INDUSTRY
NCT03287960,LEAD,"Rhythm Pharmaceuticals, Inc.",INDUSTRY
NCT06948435,LEAD,Eli Lilly and Company,INDUSTRY
NCT00123526,LEAD,"University of Massachusetts, Worcester",OTHER
NCT00123526,COLLABORATOR,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT01601704,LEAD,"Orexigen Therapeutics, Inc",INDUSTRY
NCT00234832,LEAD,Abbott,INDUSTRY
NCT00414505,LEAD,Wonkwang University,OTHER
NCT00414505,COLLABORATOR,Korea Institute of Oriental Medicine,OTHER_GOV
NCT06214741,LEAD,Boehringer Ingelheim,INDUSTRY
NCT06987383,LEAD,Wake Forest University Health Sciences,OTHER
NCT06987383,COLLABORATOR,National Institute on Aging (NIA),NIH
NCT04847557,LEAD,Eli Lilly and Company,INDUSTRY
NCT04251156,LEAD,Novo Nordisk A/S,INDUSTRY
NCT00481975,LEAD,Sanofi,INDUSTRY
NCT07197034,LEAD,"Aardvark Therapeutics, Inc.",INDUSTRY
NCT00976937,LEAD,Sanofi,INDUSTRY
NCT00746902,LEAD,"University Hospital, Grenoble",OTHER
NCT00746902,COLLABORATOR,Fondation de Recherche sur l'Hypertension Artérielle,OTHER
NCT07285902,LEAD,"Fujian Shengdi Pharmaceutical Co., Ltd.",INDUSTRY
NCT05803421,LEAD,Eli Lilly and Company,INDUSTRY
NCT06950138,LEAD,"Coordinación de Investigación en Salud, Mexico",OTHER_GOV
NCT00993278,LEAD,Boston Medical Center,OTHER
NCT00993278,COLLABORATOR,Robert C. Atkins Foundation,OTHER
NCT07434050,LEAD,"Hangzhou Sciwind Biosciences Co., Ltd.",INDUSTRY
NCT04134650,LEAD,Universidad de Guanajuato,OTHER
NCT04134650,COLLABORATOR,Hospital Regional de Alta Especialidad del Bajio,OTHER
NCT00553852,LEAD,Federico II University,OTHER
NCT01258114,LEAD,Association Francaise pour la Recherche Thermale,OTHER
NCT01258114,COLLABORATOR,Université Joseph Fourier,OTHER
NCT01258114,COLLABORATOR,Université Victor Segalen Bordeaux 2,OTHER
NCT01258114,COLLABORATOR,HAT Consultant,UNKNOWN
NCT01258114,COLLABORATOR,AXONAL S.A.,UNKNOWN
NCT00299325,LEAD,Sanofi,INDUSTRY
NCT01855217,LEAD,St. Antonius Hospital,OTHER
NCT02786108,LEAD,Zhongda Hospital,OTHER
NCT02398188,LEAD,Evofem Inc.,INDUSTRY
NCT02398188,COLLABORATOR,"Neothetics, Inc",INDUSTRY
NCT06939296,LEAD,"Vincentage Pharma Co., Ltd",INDUSTRY
NCT06885021,LEAD,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",INDUSTRY
NCT02008474,LEAD,The Miriam Hospital,OTHER
NCT02008474,COLLABORATOR,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT07357766,LEAD,Novo Nordisk A/S,INDUSTRY
NCT01315366,LEAD,American University of Beirut Medical Center,OTHER
NCT01315366,COLLABORATOR,Hotel Dieu de France Hospital,OTHER
NCT01315366,COLLABORATOR,Rafic Hariri University Hospital,OTHER
NCT05667038,LEAD,King Saud University,OTHER
NCT00236600,LEAD,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY
NCT00594399,LEAD,US Department of Veterans Affairs,FED
NCT07400107,LEAD,Novo Nordisk A/S,INDUSTRY
NCT05209984,LEAD,Eurofarma Laboratorios S.A.,INDUSTRY
NCT02417103,LEAD,Universitätsklinikum Hamburg-Eppendorf,OTHER
NCT00526565,LEAD,Kaiser Permanente,OTHER
NCT00526565,COLLABORATOR,National Center for Complementary and Integrative Health (NCCIH),NIH
NCT07284511,LEAD,McGill University Health Centre/Research Institute of the McGill University Health Centre,OTHER
NCT07284511,COLLABORATOR,Breakthrough T1D,OTHER
NCT07284511,COLLABORATOR,Institut de Recherches Cliniques de Montreal,OTHER
NCT07284511,COLLABORATOR,"Insel Gruppe AG, University Hospital Bern",OTHER
NCT01697566,LEAD,M.D. Anderson Cancer Center,OTHER
NCT01697566,COLLABORATOR,National Cancer Institute (NCI),NIH
NCT07446439,LEAD,Vanda Pharmaceuticals,INDUSTRY
NCT00000519,LEAD,Stanford University,OTHER
NCT00000519,COLLABORATOR,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT00656422,LEAD,University Hospital Tuebingen,OTHER
NCT00656422,COLLABORATOR,Medical University of Vienna,OTHER
NCT00656422,COLLABORATOR,University of Bern,OTHER
NCT00656422,COLLABORATOR,CenTrial GmbH,INDUSTRY
NCT05035095,LEAD,Novo Nordisk A/S,INDUSTRY
NCT02860923,LEAD,"University Hospital, Bordeaux",OTHER
NCT02635386,LEAD,Woman's,OTHER
NCT02635386,COLLABORATOR,AstraZeneca,INDUSTRY
NCT01652040,LEAD,VA Office of Research and Development,FED
NCT01652040,COLLABORATOR,Virginia Commonwealth University,OTHER
NCT07738276,LEAD,Shahid Beheshti University of Medical Sciences,OTHER
NCT01560676,LEAD,Yale University,OTHER
NCT04520256,LEAD,The Miriam Hospital,OTHER
NCT05194124,LEAD,"Rhythm Pharmaceuticals, Inc.",INDUSTRY
NCT05882045,LEAD,Eli Lilly and Company,INDUSTRY
NCT00990457,LEAD,Johns Hopkins University,OTHER
NCT00990457,COLLABORATOR,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT00324545,LEAD,The Camelot Foundation,OTHER
NCT00324545,COLLABORATOR,"GM Harrington, PhD",UNKNOWN
NCT06896981,LEAD,"Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh",OTHER
NCT00261911,LEAD,Abbott,INDUSTRY
NCT03611582,LEAD,Novo Nordisk A/S,INDUSTRY
NCT02956590,LEAD,Carelon Research,OTHER
NCT02956590,COLLABORATOR,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT01043718,LEAD,University of Pittsburgh,OTHER
NCT01043718,COLLABORATOR,Milton S. Hershey Medical Center,OTHER
NCT01043718,COLLABORATOR,United States Department of Defense,FED
NCT03196791,LEAD,Korea University Anam Hospital,OTHER
NCT01047657,LEAD,University of Sao Paulo General Hospital,OTHER
NCT01047657,COLLABORATOR,Fundação de Amparo à Pesquisa do Estado de São Paulo,OTHER_GOV
NCT06499857,LEAD,University of Chicago,OTHER
NCT00948402,LEAD,Federico II University,OTHER
NCT00284557,LEAD,Emory University,OTHER
NCT00284557,COLLABORATOR,Centers for Disease Control and Prevention,FED
NCT02823912,LEAD,University of Guadalajara,OTHER
NCT02823912,COLLABORATOR,PhD. Teresa Arcelia Garcia Cobian,UNKNOWN
NCT02823912,COLLABORATOR,LN. Jessica Lucia Barajas Vega,UNKNOWN
NCT06952530,LEAD,Eli Lilly and Company,INDUSTRY
NCT00131391,LEAD,Merck Sharp & Dohme LLC,INDUSTRY
NCT01934036,LEAD,Catalysis SL,INDUSTRY
NCT05564117,LEAD,Novo Nordisk A/S,INDUSTRY
NCT00859989,LEAD,University of Illinois at Chicago,OTHER
NCT00859989,COLLABORATOR,National Cancer Institute (NCI),NIH
NCT07298915,LEAD,University of Virginia,OTHER
NCT00355979,LEAD,Chinese University of Hong Kong,OTHER
NCT05965908,LEAD,Beni-Suef University,OTHER
NCT07294950,LEAD,"Mount Sinai Hospital, Canada",OTHER
NCT07294950,COLLABORATOR,Heart and Stroke Foundation of Canada,OTHER
NCT00522964,LEAD,"University of California, San Francisco",OTHER
NCT02145442,LEAD,Catalysis SL,INDUSTRY
NCT07528027,LEAD,"Shandong Suncadia Medicine Co., Ltd.",INDUSTRY
NCT00402584,LEAD,Abbott,INDUSTRY
NCT01249872,LEAD,University of Patras,OTHER
NCT07357415,LEAD,Eli Lilly and Company,INDUSTRY
NCT00907660,LEAD,Kaiser Permanente,OTHER
NCT00907660,COLLABORATOR,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT07219485,LEAD,"Harmony Biosciences Management, Inc.",INDUSTRY
NCT04971720,LEAD,University of Alabama at Birmingham,OTHER
NCT04971720,COLLABORATOR,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT00782262,LEAD,University of Adelaide,OTHER
NCT00782262,COLLABORATOR,Royal Adelaide Hospital,OTHER
NCT00603291,LEAD,Eisai Inc.,INDUSTRY
NCT00219115,LEAD,Novartis,INDUSTRY
NCT01208558,LEAD,Lund University,OTHER
NCT01208558,COLLABORATOR,Region Skane,OTHER
NCT05726227,LEAD,Novo Nordisk A/S,INDUSTRY
NCT01015976,LEAD,"Neuropsychiatric Research Institute, Fargo, North Dakota",OTHER
NCT01015976,COLLABORATOR,University of North Dakota,OTHER
NCT01677923,LEAD,Lithuanian University of Health Sciences,OTHER
NCT00826774,LEAD,University of Pennsylvania,OTHER
NCT00826774,COLLABORATOR,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT05952882,LEAD,Mỹ Đức Hospital,OTHER
NCT00504673,LEAD,Novo Nordisk A/S,INDUSTRY
NCT01530724,LEAD,Ben-Gurion University of the Negev,OTHER
NCT00440180,LEAD,University of Utah,OTHER
NCT04916470,LEAD,Novo Nordisk A/S,INDUSTRY
NCT04274608,LEAD,Tan Tock Seng Hospital,OTHER
NCT03516968,LEAD,Hospices Civils de Lyon,OTHER
NCT00231660,LEAD,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY
NCT06738979,LEAD,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",INDUSTRY
NCT01601574,LEAD,Medical University of South Carolina,OTHER
NCT01601574,COLLABORATOR,WW International Inc,INDUSTRY
NCT01387126,LEAD,Canadian Center for Functional Medicine,OTHER
NCT01387126,COLLABORATOR,University of British Columbia,OTHER
NCT01387126,COLLABORATOR,InovoBiologic Inc.,INDUSTRY
NCT00040287,LEAD,National Institute of Neurological Disorders and Stroke (NINDS),NIH
NCT04717726,LEAD,Kyle Flack,OTHER
NCT06780449,LEAD,Novo Nordisk A/S,INDUSTRY
NCT01755676,LEAD,EMS,INDUSTRY
NCT03440814,LEAD,"Soleno Therapeutics, Inc.",INDUSTRY
NCT03574597,LEAD,Novo Nordisk A/S,INDUSTRY
NCT03516188,LEAD,Universiti Sains Malaysia,OTHER
NCT00032760,LEAD,National Center for Complementary and Integrative Health (NCCIH),NIH
NCT02564627,LEAD,Abdel Kadar Clinic,OTHER
NCT04662801,LEAD,Yale University,OTHER
NCT04662801,COLLABORATOR,American Psychological Foundation,OTHER
NCT06075667,LEAD,Eli Lilly and Company,INDUSTRY
NCT00073242,LEAD,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT00185770,LEAD,Stanford University,OTHER
NCT00185770,COLLABORATOR,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT00185770,COLLABORATOR,Robert Wood Johnson Foundation,OTHER
NCT01667783,LEAD,Johns Hopkins University,OTHER
NCT01667783,COLLABORATOR,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT00284167,LEAD,Robert Wood Johnson Foundation,OTHER
NCT00284167,COLLABORATOR,Kaiser Permanente,OTHER
NCT00456521,LEAD,"Orexigen Therapeutics, Inc",INDUSTRY
NCT06366464,LEAD,"Harmony Biosciences Management, Inc.",INDUSTRY
NCT07668401,LEAD,Novo Nordisk A/S,INDUSTRY
NCT00528164,LEAD,University of Tennessee,OTHER
NCT00528164,COLLABORATOR,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH
NCT03085394,LEAD,Sheba Medical Center,OTHER_GOV
NCT05819853,LEAD,"University of Colorado, Denver",OTHER
NCT05819853,COLLABORATOR,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH
NCT03693430,LEAD,Novo Nordisk A/S,INDUSTRY
NCT07469800,LEAD,Innovent Biologics (Suzhou) Co. Ltd.,INDUSTRY
NCT01272219,LEAD,Novo Nordisk A/S,INDUSTRY
NCT03961360,LEAD,"The University of Texas Health Science Center, Houston",OTHER
NCT07351058,LEAD,Hoffmann-La Roche,INDUSTRY
NCT05935826,LEAD,"University of Colorado, Denver",OTHER
NCT05935826,COLLABORATOR,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT00696228,LEAD,Vanderbilt University,OTHER
NCT00696228,COLLABORATOR,Robert C. Atkins Foundation,OTHER
NCT07493057,LEAD,Gan & Lee Pharmaceuticals.,INDUSTRY
NCT00687739,LEAD,"University of Colorado, Denver",OTHER
NCT00687739,COLLABORATOR,National Institute on Aging (NIA),NIH
NCT06948422,LEAD,Eli Lilly and Company,INDUSTRY
NCT07667803,LEAD,AstraZeneca,INDUSTRY
NCT07709910,LEAD,"Fujian Shengdi Pharmaceutical Co., Ltd.",INDUSTRY
NCT07622810,LEAD,Carnot Laboratories,INDUSTRY
NCT00454610,LEAD,Baylor College of Medicine,OTHER
NCT05488288,LEAD,Assistance Publique - Hôpitaux de Paris,OTHER
NCT03414762,LEAD,Northwell Health,OTHER
NCT00941382,LEAD,Laboratorios Silanes S.A. de C.V.,INDUSTRY
NCT01872182,LEAD,Hanmi Pharmaceutical Company Limited,INDUSTRY
NCT01766791,LEAD,University of Erlangen-Nürnberg Medical School,OTHER
NCT01766791,COLLABORATOR,Klinikum Nürnberg,OTHER
NCT07021937,LEAD,"University of Colorado, Denver",OTHER
NCT07021937,COLLABORATOR,University of Minnesota,OTHER
NCT07021937,COLLABORATOR,The Metis Foundation,OTHER
NCT00236639,LEAD,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY
NCT06496100,LEAD,"Coordinación de Investigación en Salud, Mexico",OTHER_GOV
NCT01279499,LEAD,University of Patras,OTHER
NCT00289705,LEAD,Göteborg University,OTHER
NCT05316467,LEAD,Xiaojun Chen,OTHER
NCT06987695,LEAD,Amgen,INDUSTRY
NCT03968224,LEAD,Centro Medico Nacional Siglo XXI IMSS,OTHER
NCT00532779,LEAD,"Orexigen Therapeutics, Inc",INDUSTRY
NCT07220759,LEAD,Novo Nordisk A/S,INDUSTRY
NCT00092859,LEAD,Merck Sharp & Dohme LLC,INDUSTRY
NCT03650582,LEAD,"University Health Network, Toronto",OTHER
NCT00994513,LEAD,Augusta University,OTHER
NCT00994513,COLLABORATOR,Xinjiang Medical University,OTHER
NCT02857660,LEAD,University of Erlangen-Nürnberg Medical School,OTHER
NCT02857660,COLLABORATOR,University of Erlangen-Nürnberg Institute of Medical Physics,UNKNOWN
NCT02857660,COLLABORATOR,University of Erlangen-Nürnberg Institute of Biomedicine of Aging,UNKNOWN
NCT06728124,LEAD,Gan & Lee Pharmaceuticals.,INDUSTRY
NCT01812694,LEAD,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT00458081,LEAD,Sanofi,INDUSTRY
NCT07571005,LEAD,Novo Nordisk A/S,INDUSTRY
NCT06439277,LEAD,Eli Lilly and Company,INDUSTRY
NCT07284875,LEAD,Kailera,INDUSTRY
NCT02492698,LEAD,Yonsei University,OTHER
NCT07035093,LEAD,Eli Lilly and Company,INDUSTRY
NCT05872620,LEAD,Eli Lilly and Company,INDUSTRY
NCT01180101,LEAD,The Cleveland Clinic,OTHER
NCT00796367,LEAD,VIVUS LLC,INDUSTRY
NCT00796367,COLLABORATOR,"Medpace, Inc.",INDUSTRY
NCT02896192,LEAD,"Rhythm Pharmaceuticals, Inc.",INDUSTRY
NCT03924193,LEAD,Yale University,OTHER
NCT03924193,COLLABORATOR,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT00444964,LEAD,Children's Mercy Hospital Kansas City,OTHER
NCT00612599,LEAD,Novo Nordisk A/S,INDUSTRY
NCT07575399,LEAD,Amgen,INDUSTRY
NCT03986008,LEAD,Xiangya Hospital of Central South University,OTHER
NCT07481630,LEAD,Novo Nordisk A/S,INDUSTRY
NCT03918564,LEAD,ReShape Lifesciences,INDUSTRY
NCT06934655,LEAD,Children's Hospital Los Angeles,OTHER
NCT06937099,LEAD,Eli Lilly and Company,INDUSTRY
NCT01944098,LEAD,University of South Florida,OTHER
NCT07668414,LEAD,Novo Nordisk A/S,INDUSTRY
NCT04657016,LEAD,Eli Lilly and Company,INDUSTRY
NCT00856609,LEAD,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT00799643,LEAD,Joslin Diabetes Center,OTHER
NCT00799643,COLLABORATOR,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT00283816,LEAD,University of Rochester,OTHER
NCT06047548,LEAD,Eli Lilly and Company,INDUSTRY
NCT07292441,LEAD,Gan & Lee Pharmaceuticals.,INDUSTRY
NCT03047005,LEAD,Yale University,OTHER
NCT03047005,COLLABORATOR,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT07150975,LEAD,Gan & Lee Pharmaceuticals.,INDUSTRY
NCT03552757,LEAD,Novo Nordisk A/S,INDUSTRY
NCT00661245,LEAD,"Satiety, Inc.",INDUSTRY
NCT06672939,LEAD,Eli Lilly and Company,INDUSTRY
NCT02514629,LEAD,Fundación Pública Andaluza para la Investigación de Málaga en Biomedicina y Salud,OTHER
NCT06423729,LEAD,Tanta University,OTHER
NCT00414167,LEAD,Yale University,OTHER
NCT00414167,COLLABORATOR,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT06839664,LEAD,"Jiangsu Hansoh Pharmaceutical Co., Ltd.",INDUSTRY
NCT06077864,LEAD,Boehringer Ingelheim,INDUSTRY
NCT00942097,LEAD,Edgard Costa de Vilhena,OTHER
NCT00942097,COLLABORATOR,Amparo Maternal Maternidade Social,OTHER
NCT07153471,LEAD,Eli Lilly and Company,INDUSTRY
NCT01858948,LEAD,University of Cincinnati,OTHER
NCT01858948,COLLABORATOR,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT03671733,LEAD,Xiangya Hospital of Central South University,OTHER
NCT07202884,LEAD,Eli Lilly and Company,INDUSTRY
NCT01233349,LEAD,InQpharm Group,INDUSTRY
NCT01768481,LEAD,Université de Montréal,OTHER
NCT01768481,COLLABORATOR,Pfizer,INDUSTRY
NCT04184622,LEAD,Eli Lilly and Company,INDUSTRY
NCT06828861,LEAD,"Aardvark Therapeutics, Inc.",INDUSTRY
NCT01570829,LEAD,Materia Medica Holding,INDUSTRY
NCT00933647,LEAD,Instituto de Cardiologia do Rio Grande do Sul,OTHER
NCT05157698,LEAD,Yale University,OTHER
NCT05157698,COLLABORATOR,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT00000515,LEAD,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT02235519,LEAD,Hospital General de México Dr. Eduardo Liceaga,OTHER_GOV
NCT06858839,LEAD,Amgen,INDUSTRY
NCT02129608,LEAD,Mayo Clinic,OTHER
NCT03548935,LEAD,Novo Nordisk A/S,INDUSTRY
NCT02742688,LEAD,Hanyang University,OTHER
NCT07400653,LEAD,Pfizer,INDUSTRY
NCT00175305,LEAD,University of British Columbia,OTHER
NCT06164873,LEAD,Innovent Biologics (Suzhou) Co. Ltd.,INDUSTRY
NCT05298085,LEAD,"University Hospital, Toulouse",OTHER
NCT07392190,LEAD,Eli Lilly and Company,INDUSTRY
NCT03905018,LEAD,"Centro Universitario de Ciencias de la Salud, Mexico",OTHER
NCT05701774,LEAD,"Soleno Therapeutics, Inc.",INDUSTRY
NCT02122874,LEAD,Hospital General Universitario Elche,OTHER
NCT03229057,LEAD,Anuja Dokras,OTHER
NCT03229057,COLLABORATOR,Milton S. Hershey Medical Center,OTHER
NCT03229057,COLLABORATOR,National Institutes of Health (NIH),NIH
NCT03229057,COLLABORATOR,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH
NCT06704581,LEAD,BrightGene New Bio-Medical Technology(Wuxi) Co.Ltd.,INDUSTRY
NCT07533175,LEAD,Novo Nordisk A/S,INDUSTRY
NCT05774756,LEAD,"Rhythm Pharmaceuticals, Inc.",INDUSTRY
NCT00307619,LEAD,Janssen-Cilag Farmaceutica Ltda.,INDUSTRY
NCT07274137,LEAD,MindRank AI Ltd,INDUSTRY
NCT02043054,LEAD,University of Leicester,OTHER
NCT02043054,COLLABORATOR,Novo Nordisk A/S,INDUSTRY
NCT02043054,COLLABORATOR,"University Hospitals, Leicester",OTHER
NCT06649045,LEAD,Eli Lilly and Company,INDUSTRY
NCT02081898,LEAD,Yonsei University,OTHER
NCT03548987,LEAD,Novo Nordisk A/S,INDUSTRY
NCT07230119,LEAD,"Beijing QL Biopharmaceutical Co.,Ltd",INDUSTRY
NCT05556512,LEAD,Eli Lilly and Company,INDUSTRY
NCT02214108,LEAD,Centro Pediatrico Albina de Patino,OTHER
NCT02214108,COLLABORATOR,University of Chile,OTHER
NCT00434525,LEAD,North Texas Veterans Healthcare System,FED
NCT05316935,LEAD,Xiaojun Chen,OTHER
NCT02048215,LEAD,Istituto Auxologico Italiano,OTHER
NCT02048215,COLLABORATOR,University of Milan,OTHER
NCT02048215,COLLABORATOR,Università Politecnica delle Marche,OTHER
NCT04599504,LEAD,Yale University,OTHER
NCT04599504,COLLABORATOR,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT02804373,LEAD,"University Hospital, Toulouse",OTHER
NCT00398060,LEAD,Finnish Institute for Health and Welfare,OTHER_GOV
NCT00398060,COLLABORATOR,Academy of Finland,OTHER
NCT06859268,LEAD,Eli Lilly and Company,INDUSTRY
NCT04651361,LEAD,E-DA Hospital,OTHER
NCT03115424,LEAD,Mayo Clinic,OTHER
NCT03115424,COLLABORATOR,Novo Nordisk A/S,INDUSTRY
NCT00420589,LEAD,Merck Sharp & Dohme LLC,INDUSTRY
NCT01027143,LEAD,Nemours Children's Clinic,OTHER
NCT01027143,COLLABORATOR,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT01027143,COLLABORATOR,Office of Dietary Supplements (ODS),NIH
NCT05073835,LEAD,"University College, London",OTHER
NCT05930184,LEAD,Khon Kaen University,OTHER
NCT00408148,LEAD,Sanofi,INDUSTRY
NCT06162715,LEAD,Vanderbilt University Medical Center,OTHER
NCT02036138,LEAD,Hadassah Medical Organization,OTHER
NCT00146133,LEAD,Washington University School of Medicine,OTHER
NCT00030238,LEAD,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH
NCT00030238,COLLABORATOR,Office of Dietary Supplements (ODS),NIH
NCT00405808,LEAD,Sanofi,INDUSTRY
NCT06616961,LEAD,Popular Medical College Hospital,OTHER
NCT06616961,COLLABORATOR,"Pi Research and Development Center, Bangladesh",UNKNOWN
NCT06616961,COLLABORATOR,Incepta Pharmaceuticals Ltd,INDUSTRY
NCT02179151,LEAD,"Zafgen, Inc.",INDUSTRY
NCT06604624,LEAD,"CSPC Baike (Shandong) Biopharmaceutical Co., Ltd.",INDUSTRY
NCT03714373,LEAD,"Soleno Therapeutics, Inc.",INDUSTRY
NCT07654361,LEAD,"Gasherbrum Bio, Inc., a wholly owned subsidiary of Structure Therapeutics",INDUSTRY
NCT07353931,LEAD,Eli Lilly and Company,INDUSTRY
NCT03336086,LEAD,Shiraz University of Medical Sciences,OTHER
NCT03336086,COLLABORATOR,Mashhad University of Medical Sciences,OTHER
NCT06388187,LEAD,Novo Nordisk A/S,INDUSTRY
NCT07192263,LEAD,HK inno.N Corporation,INDUSTRY
NCT02223949,LEAD,Hillel Yaffe Medical Center,OTHER_GOV
NCT04576975,LEAD,Ain Shams University,OTHER
NCT04576975,COLLABORATOR,"Ministry of Health, Kuwait",OTHER_GOV
NCT06131437,LEAD,Novo Nordisk A/S,INDUSTRY
NCT03872245,LEAD,Hospital General Universitario Elche,OTHER
NCT04104321,LEAD,"Galmed Research and Development, Ltd.",INDUSTRY
NCT01306214,LEAD,Boehringer Ingelheim,INDUSTRY
NCT01306214,COLLABORATOR,Eli Lilly and Company,INDUSTRY
NCT06993792,LEAD,Eli Lilly and Company,INDUSTRY
NCT06596135,LEAD,"Rhythm Pharmaceuticals, Inc.",INDUSTRY
NCT03433040,LEAD,University of South Florida,OTHER
NCT03433040,COLLABORATOR,Washington University School of Medicine,OTHER
NCT00392678,LEAD,Joslin Diabetes Center,OTHER
NCT00392678,COLLABORATOR,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT02675699,LEAD,University of Leeds,OTHER
NCT02137330,LEAD,Bambino Gesù Hospital and Research Institute,OTHER
NCT01277367,LEAD,University of Pennsylvania,OTHER
NCT00940628,LEAD,Hoffmann-La Roche,INDUSTRY
NCT06921486,LEAD,"Shanghai Yinnuo Pharmaceutical Technology Co., Ltd.",OTHER
NCT00647595,LEAD,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT06584916,LEAD,Eli Lilly and Company,INDUSTRY
NCT01487993,LEAD,St. Antonius Hospital,OTHER
NCT01487993,COLLABORATOR,Jeroen Bosch Ziekenhuis,OTHER
NCT06662383,LEAD,Eli Lilly and Company,INDUSTRY
NCT00306683,LEAD,Assistance Publique - Hôpitaux de Paris,OTHER
NCT00380445,LEAD,Novartis,INDUSTRY
NCT00128336,LEAD,University of Otago,OTHER
NCT00128336,COLLABORATOR,Edgar National Centre for Diabetes Research,OTHER
NCT00317707,LEAD,Mario Negri Institute for Pharmacological Research,OTHER
NCT04578652,LEAD,University of Alberta,OTHER
NCT05316493,LEAD,Xiaojun Chen,OTHER
NCT06390904,LEAD,Xiaojun Chen,OTHER
NCT01044147,LEAD,University of Pittsburgh,OTHER
NCT01044147,COLLABORATOR,Agency for Healthcare Research and Quality (AHRQ),FED
NCT05931367,LEAD,Eli Lilly and Company,INDUSTRY
NCT02273804,LEAD,Assistance Publique - Hôpitaux de Paris,OTHER
NCT02273804,COLLABORATOR,URC-CIC Paris Descartes Necker Cochin,OTHER
NCT03211455,LEAD,"University Hospital, Caen",OTHER
NCT00430742,LEAD,Merck Sharp & Dohme LLC,INDUSTRY
NCT01451554,LEAD,Mayo Clinic,OTHER
